area_name,indicator_name,score_2019
Madagascar,Satisfaction with water quality,1
Malawi,Satisfaction with water quality,1
Malaysia,Satisfaction with water quality,1
Mali,Satisfaction with water quality,0.831116361
Malta,Satisfaction with water quality,0.606931766
Mauritania,Satisfaction with water quality,0.781241242
Mauritius,Satisfaction with water quality,0.8596786
Mexico,Satisfaction with water quality,0.828104768
Moldova,Satisfaction with water quality,0.741677602
Mongolia,Satisfaction with water quality,1
Montenegro,Satisfaction with water quality,0.853552183
Morocco,Satisfaction with water quality,0.485
Mozambique,Satisfaction with water quality,0.623006094
Myanmar,Satisfaction with water quality,0.775835174
Namibia,Satisfaction with water quality,0.794820413
Nepal,Satisfaction with water quality,0.995620145
Netherlands,Satisfaction with water quality,0.304547641
New Zealand,Satisfaction with water quality,0.808646108
Nicaragua,Satisfaction with water quality,1
Niger,Satisfaction with water quality,0.793375776
Nigeria,Satisfaction with water quality,0.8375
North Macedonia,Satisfaction with water quality,0.978296859
Norway,Satisfaction with water quality,0.982222222
Oman,Satisfaction with water quality,0.84
Pakistan,Satisfaction with water quality,0.996
Panama,Satisfaction with water quality,0.983529412
Papua New Guinea,Satisfaction with water quality,0.406815373
Paraguay,Satisfaction with water quality,0.825133855
Peru,Satisfaction with water quality,0.7075
Philippines,Satisfaction with water quality,0.932430991
Poland,Satisfaction with water quality,0.680287816
Portugal,Satisfaction with water quality,0.476640994
Qatar,Satisfaction with water quality,0.860094451
Romania,Satisfaction with water quality,0.668
Russia,Satisfaction with water quality,1
Rwanda,Satisfaction with water quality,0.760883986
Saudi Arabia,Satisfaction with water quality,0.96
Senegal,Satisfaction with water quality,1
Serbia,Satisfaction with water quality,0.68
Seychelles,Satisfaction with water quality,0.9625
Sierra Leone,Satisfaction with water quality,0.515432083
Singapore,Satisfaction with water quality,0.519074471
Slovakia,Satisfaction with water quality,0.724137931
Slovenia,Satisfaction with water quality,0.564961466
Somalia,Satisfaction with water quality,0.945
South Africa,Satisfaction with water quality,0.568563509
South Korea,Satisfaction with water quality,0.625
South Sudan,Satisfaction with water quality,0.968504906
Spain,Satisfaction with water quality,1
Sri Lanka,Satisfaction with water quality,0.736466789
Sudan,Satisfaction with water quality,0.877653003
Suriname,Satisfaction with water quality,0.794881344
Sweden,Satisfaction with water quality,0.573333333
Switzerland,Satisfaction with water quality,0.811111111
Syria,Satisfaction with water quality,0.896551724
S�o Tom� and Pr�ncipe,Satisfaction with water quality,0.8
Taiwan,Satisfaction with water quality,0.79254055
Tajikistan,Satisfaction with water quality,0.883471454
Tanzania,Satisfaction with water quality,0.862933333
Thailand,Satisfaction with water quality,0.788458904
The Gambia,Satisfaction with water quality,1
Togo,Satisfaction with water quality,1
Trinidad and Tobago,Satisfaction with water quality,0.788189292
Tunisia,Satisfaction with water quality,0.308
Turkey,Satisfaction with water quality,0.774
Turkmenistan,Satisfaction with water quality,1
Uganda,Satisfaction with water quality,1
Ukraine,Satisfaction with water quality,1
United Arab Emirates,Satisfaction with water quality,0.992737577
United Kingdom,Satisfaction with water quality,1
United States,Satisfaction with water quality,1
Uruguay,Satisfaction with water quality,1
Uzbekistan,Satisfaction with water quality,0.999360159
Venezuela,Satisfaction with water quality,1
Vietnam,Satisfaction with water quality,1
Yemen,Satisfaction with water quality,0.852631579
Zambia,Satisfaction with water quality,0.771421136
Zimbabwe,Satisfaction with water quality,0.820017395
Afghanistan,Secondary education quality,0.983443558
Albania,Secondary education quality,0.945589486
Algeria,Secondary education quality,0.963321167
Angola,Secondary education quality,1
Argentina,Secondary education quality,0.994686504
Armenia,Secondary education quality,0.992857143
Australia,Secondary education quality,0.99
Austria,Secondary education quality,0.889428919
Azerbaijan,Secondary education quality,0.936284299
Bahrain,Secondary education quality,1
Bangladesh,Secondary education quality,1
Belarus,Secondary education quality,0.97856357
Belgium,Secondary education quality,0.968106409
Belize,Secondary education quality,0.991372424
Benin,Secondary education quality,0.945453444
Bolivia,Secondary education quality,0.806401368
Bosnia and Herzegovina,Secondary education quality,1
Botswana,Secondary education quality,0.919010809
Brazil,Secondary education quality,1
Bulgaria,Secondary education quality,0.999408054
Burkina Faso,Secondary education quality,0.953594336
Burundi,Secondary education quality,0.833002286
Cabo Verde,Secondary education quality,1
Cambodia,Secondary education quality,0.993148109
Cameroon,Secondary education quality,0.922294242
Canada,Secondary education quality,0.461835254
Central African Republic,Secondary education quality,0.964096453
Chad,Secondary education quality,0.952676966
Chile,Secondary education quality,0.109271256
China,Secondary education quality,0.878199469
Colombia,Secondary education quality,0.755150795
Comoros,Secondary education quality,0.930017904
Congo,Secondary education quality,1
Costa Rica,Secondary education quality,0.189420596
Croatia,Secondary education quality,0.756984115
Cuba,Secondary education quality,0.711808495
Cyprus,Secondary education quality,0.614307923
Czechia,Secondary education quality,0.464998296
C�te d'Ivoire,Secondary education quality,0.594918678
Democratic Republic of Congo,Secondary education quality,0.9495
Denmark,Secondary education quality,0.82225045
Djibouti,Secondary education quality,0.812410512
Dominican Republic,Secondary education quality,1
Ecuador,Secondary education quality,0.940359275
Egypt,Secondary education quality,0.543352007
El Salvador,Secondary education quality,0.43703377
Equatorial Guinea,Secondary education quality,0.744945764
Eritrea,Secondary education quality,0.782147263
Estonia,Secondary education quality,0.8175353
Eswatini,Secondary education quality,0.713707924
Ethiopia,Secondary education quality,0.192257585
Finland,Secondary education quality,0.695142115
France,Secondary education quality,0.813022297
Gabon,Secondary education quality,0.792573121
Georgia,Secondary education quality,0.827547032
Germany,Secondary education quality,0.712212023
Ghana,Secondary education quality,0.877500175
Greece,Secondary education quality,0.996248067
Guatemala,Secondary education quality,1
Guinea,Secondary education quality,0.890266157
Guinea-Bissau,Secondary education quality,0.93
Guyana,Secondary education quality,0.689229334
Haiti,Secondary education quality,0.760523679
Honduras,Secondary education quality,0.984274854
Hong Kong,Secondary education quality,0.628868002
Hungary,Secondary education quality,0.958619893
Iceland,Secondary education quality,0.87
India,Secondary education quality,0.506933333
Indonesia,Secondary education quality,0.5423
Iran,Secondary education quality,0.5791
Iraq,Secondary education quality,1
Ireland,Secondary education quality,0.330721413
Israel,Secondary education quality,0.92
Italy,Secondary education quality,0.600685467
Jamaica,Secondary education quality,0.670190139
Japan,Secondary education quality,0.270582318
Jordan,Secondary education quality,0.670648615
Kazakhstan,Secondary education quality,0.666006577
Kenya,Secondary education quality,0.904937418
Kuwait,Secondary education quality,0.761904762
Kyrgyzstan,Secondary education quality,1
Laos,Secondary education quality,0.616039206
Latvia,Secondary education quality,1
Lebanon,Secondary education quality,0.957593303
Lesotho,Secondary education quality,0.973284314
Liberia,Secondary education quality,0.97173913
Libya,Secondary education quality,1
Lithuania,Secondary education quality,0.733630952
Luxembourg,Secondary education quality,1
Madagascar,Secondary education quality,0.971830986
Malawi,Secondary education quality,1
Malaysia,Secondary education quality,0.96
Mali,Secondary education quality,0.833360827
Malta,Secondary education quality,1
Mauritania,Secondary education quality,0.939
Mauritius,Secondary education quality,0.864066512
Mexico,Secondary education quality,1
Moldova,Secondary education quality,1
Mongolia,Secondary education quality,0.967391304
Montenegro,Secondary education quality,0.982054795
Morocco,Secondary education quality,0.869565217
Mozambique,Secondary education quality,0.784615385
Myanmar,Secondary education quality,0.769230769
Namibia,Secondary education quality,1
Nepal,Secondary education quality,1
Netherlands,Secondary education quality,1
New Zealand,Secondary education quality,1
Nicaragua,Secondary education quality,1
Niger,Secondary education quality,0.696476142
Nigeria,Secondary education quality,0.772399982
North Macedonia,Secondary education quality,0.85
Norway,Secondary education quality,1
Oman,Secondary education quality,0.931990744
Pakistan,Secondary education quality,0.657290213
Panama,Secondary education quality,0.83324309
Papua New Guinea,Secondary education quality,0.878975266
Paraguay,Secondary education quality,0.847513822
Peru,Secondary education quality,0.75
Philippines,Secondary education quality,0.744444444
Poland,Secondary education quality,1
Portugal,Secondary education quality,1
Qatar,Secondary education quality,1
Romania,Secondary education quality,0.915770649
Russia,Secondary education quality,1
Rwanda,Secondary education quality,0.5375
Saudi Arabia,Secondary education quality,0.3
Senegal,Secondary education quality,0.111111111
Serbia,Secondary education quality,0.8718
Seychelles,Secondary education quality,0.644444444
Sierra Leone,Secondary education quality,0.66
Singapore,Secondary education quality,0.6625
Slovakia,Secondary education quality,0.611764706
Slovenia,Secondary education quality,0.49
Somalia,Secondary education quality,0.706589381
South Africa,Secondary education quality,0.898666667
South Korea,Secondary education quality,0.4
South Sudan,Secondary education quality,0.763636364
Spain,Secondary education quality,0.9
Sri Lanka,Secondary education quality,0.12
Sudan,Secondary education quality,0.815384615
Suriname,Secondary education quality,0.909090909
Sweden,Secondary education quality,1
Switzerland,Secondary education quality,0.465788539
Syria,Secondary education quality,1
S�o Tom� and Pr�ncipe,Secondary education quality,1
Taiwan,Secondary education quality,1
Tajikistan,Secondary education quality,0.603411765
Tanzania,Secondary education quality,0.58902
Thailand,Secondary education quality,0.686137049
The Gambia,Secondary education quality,0.868562508
Togo,Secondary education quality,0.879920044
Trinidad and Tobago,Secondary education quality,0.58689313
Tunisia,Secondary education quality,0.835722182
Turkey,Secondary education quality,0.619251392
Turkmenistan,Secondary education quality,0.376063722
Uganda,Secondary education quality,0.94157374
Ukraine,Secondary education quality,1
United Arab Emirates,Secondary education quality,0.885531429
United Kingdom,Secondary education quality,0.757549992
United States,Secondary education quality,0.87918927
Uruguay,Secondary education quality,1
Uzbekistan,Secondary education quality,0.81170845
Venezuela,Secondary education quality,0.741457068
Vietnam,Secondary education quality,0.774958333
Yemen,Secondary education quality,0.96
